No.Name, Time, Place, Character, First Held
1, Lễ hội Đống Đa, 5/1, Hà Nội, quận Đống Đa, Nguyễn Huệ, Hà Nội, quận Đống Đa
2, Hội vật Liễu Đôi, 5/1, Hà Nam, huyện Thanh Liêm, N/A, Hà Nam, huyện Thanh Liêm
3, hội Gióng Sóc Sơn, 6/1, Hà Nội, Sóc Sơn, Thánh Gióng, Hà Nội, Sóc Sơn
4, Lễ hội Cổ Loa, 6/1, Hà Nội, Đông Anh, An Dương Vương, Hà Nội, Đông Anh
5, Lễ hội chùa Bái Đính, 6/1, Ninh Bình, Gia Viễn, N/A, Ninh Bình, Gia Viễn
6, Chợ Viềng, 7/1, Nam Định, Vụ Bản, N/A, Nam Định, Vụ Bản
7, Lễ hội đầm Ô Loan, 7/1, Phú Yên, Ô Loan, N/A, Phú Yên, Ô Loan
8, Đại lễ Đức Chí Tôn, N/A, Tây Ninh, Đạo Cao Đài, Đức Chí Tôn, Tây Ninh, Đạo Cao Đài
9, Hội xuân Yên Tử, 10/1, Quảng Ninh, núi Yên Tử, Trần Nhân Tông, Quảng Ninh, núi Yên Tử
10, Hội phết Hiền Quan, 13/1, Phú Thọ, huyện Tam Nông, Thiều Hoa công chúa, tứ vị đại tần họ Hà (Hà Hắc Long, Hà Hiên Cương, Hà Thổ Lân và Hà Sơn Thắng), hai tướng công : Bùi Thạch Đa và Bùi Thạch Đê., Phú Thọ, huyện Tam Nông
11, Hội Lim, 13/1, Bắc Ninh, huyện Tiên Du, Nguyễn Đình Diễn, Bắc Ninh, huyện Tiên Du
12, Lễ hội chùa Hương, 6/1, Hà Nội, huyện Mỹ Đức, Quan Thế Âm Bồ Tát, Hà Nội, huyện Mỹ Đức
13, Hội chùa Côn Sơn, 15/1, Hải Dương, huyện Chí Linh, Huyền Quang, Nguyễn Trãi, Hải Dương, huyện Chí Linh
14, Lễ hội làm chay, 14/1, Long An, thị trấn Tầm Vu, Đỗ Tường Phong, Đỗ Tường Tự, Long An, thị trấn Tầm Vu
15, Tết Nguyên tiêu, 15/1, Nhiều quốc gia, N/A, Nhiều quốc gia
16, Lễ hội chọi trâu, 16/1, Vĩnh Phúc, huyện Lập Thạch, N/A, Vĩnh Phúc, huyện Lập Thạch
17, Hội Xuân núi Bà, 4/1, Tây Ninh, Núi Bà Đen, Linh Sơn Thánh Mẫu, Tây Ninh, Núi Bà Đen
18, Lễ hội đình Yên Phụ, 10/2, Hà Nội, Hồ Tây, Uy Linh Lang, Vương Duy, Vương Ba, Hà Nội, Hồ Tây
19, Lễ hội Miếu Mạch Lũng, 10/2, Hà Nội, Đông Anh, Minh Mỗ Đại vương Thượng đẳng thần, Hà Nội, Đông Anh
20, Lễ hội Quán Thế Âm, 19/2, Đà Nẵng, Ngũ Hành Sơn, Quán Thế Âm Bồ Tát, Đà Nẵng, Ngũ Hành Sơn
21, Tiết Thanh minh, N/A, N/A, N/A, N/A
22, Hội đua voi, N/A, Tây Nguyên, N/A, Tây Nguyên
23, Tết Hàn thực, 3/3, N/A, Giới Tử Thôi, Tấn Văn Công, N/A
24, Hội Phủ Giầy, 3/3, Nam Định, Vụ Bản, Mẫu Liễu Hạnh, Nam Định, Vụ Bản
25, Lễ hội Điện Hòn Chén, 2/3, Thừa Thiên Huế, huyện Hương Trà, Thiên Y A Na, Thừa Thiên Huế, huyện Hương Trà
26, Lễ hội Chùa Thầy, 3/3, Hà Tây, Quốc Oai, Từ Đạo Hạnh, Hà Tây, Quốc Oai
27, Lễ hội Hoa Lư, 6/3, Ninh Bình, huyện Hoa Lư, Đinh Bộ Lĩnh, Ninh Bình, huyện Hoa Lư
28, Lễ hội đền Thái Vi, 14/3, Ninh Bình, huyện Hoa Lư, Trần Thái Tông, Trần Thánh Tông, Trần Nhân Tông, Trần Anh Tông, Hiển Từ Hoàng Thái Hậu, Ninh Bình, huyện Hoa Lư
29, Lễ hội Nam Trì, 8/3, Hưng Yên, huyện Ân Thi, Lang Công, Bảo Công, Công chúa Hùng vương Lâu nương, Hưng Yên, huyện Ân Thi
30, Giỗ tổ Hùng Vương, 10/3, Nhiều nơi ở Việt Nam, Vua Hùng, Nhiều nơi ở Việt Nam
31, Lễ hội đền Mẫu, 10/3, Hưng Yên, Phố Hiến, Dương Quý Phi, Hưng Yên, Phố Hiến
32, Lễ hội Làng cá Cát Bà, N/A, Hải Phòng, huyện Cát Hải, Thị trấn Cát Bà, Hồ Chí Minh, Hải Phòng, huyện Cát Hải, Thị trấn Cát Bà
33, Hội Gióng Phù Đổng, 7/4, Hà Nội, huyện Gia Lâm, Thánh Gióng, Hà Nội, huyện Gia Lâm
34, Lễ Phật Đản, 8/4, Nhiều quốc gia, Phật Tất Đạt Đa, Nhiều quốc gia
35, Lễ hội Chol Chnam Thmay, 14/4, Nam Bộ, N/A, Nam Bộ
36, Lễ khao lề thế lính, 18/3, Quảng Ngãi, huyện Lý Sơn, N/A, Quảng Ngãi, huyện Lý Sơn
37, Lễ hội miếu Bà Chúa Xứ, 23/4, Miếu Bà Chúa Xứ, Núi Sam, An Giang, Châu Đốc, Bà Chúa Xứ, Miếu Bà Chúa Xứ, Núi Sam, An Giang, Châu Đốc
38, Tết Đoan ngọ, 5/5, Nhiều quốc gia, N/A, Nhiều quốc gia
39, Thất Tịch, 7/7, Nhiều quốc gia, Ngưu Lang, Chức Nữ, Nhiều quốc gia
40, Lễ Vu Lan, Tết Trung Nguyên, 15/7, Nhiều quốc gia, Bồ tát Mục Liên, Nhiều quốc gia
41, Lễ hội Nghinh Ông (Quan Thánh Đế Quân), N/A, Phan Thiết (Bình Thuận), N/A, Phan Thiết (Bình Thuận)
42, Lễ hội Katê, N/A, Bình Thuận, N/A, Bình Thuận
43, Lễ hội chọi trâu, 9/8, Hải Phòng, Đồ Sơn, N/A, Hải Phòng, Đồ Sơn
44, Tết Trung Thu, 15/8, Nhiều quốc gia, Hằng Nga, Hậu Nghệ, Đường Minh Hoàng, Chú Cuội, Nhiều quốc gia
45, Hội Đền Kiếp Bạc, 15/8, Hải Dương, huyện Chí Linh, Trần Hưng Đạo, Hải Dương, huyện Chí Linh
46, Hội Yến Diêu Trì, 15/8, Tây Ninh, Tòa Thánh Tây Ninh, Cao Quỳnh Cư, Phạm Công Tắc, Cao Hoài Sang, Nguyễn Thị Hiếu, Tây Ninh, Tòa Thánh Tây Ninh
47, Lễ hội Nghinh Ông (Cá Voi), N/A, Bình Thuận, Tiền Giang, N/A, Bình Thuận, Tiền Giang
48, Lễ hội AHDT Nguyễn Trung Trực, N/A, Rạch Giá, Kiên Giang, Nguyễn Trung Trực, Rạch Giá, Kiên Giang
49, Lễ hội Chùa Keo, 13/9, Thái Bình, Vũ Thư, Thiền sư Không Lộ, Thái Bình, Vũ Thư
50, Tết cơm mới, 15/10, Nhiều quốc gia, N/A, Nhiều quốc gia
51, Lễ hội đền Nguyễn Công Trứ, 13/11, Ninh Bình, huyện Kim Sơn, Nguyễn Công Trứ, Ninh Bình, huyện Kim Sơn
52, Tiễn Ông Táo về trời, 23/12, Nhiều quốc gia, Thổ Công, Thổ địa, Thổ kỳ, Nhiều quốc gia
